annual_inspection_expiration,car_name,cards_unit,cltc_pure_electricity_endurance_mileage,configuration_highlights_text,drive_mode,engine,fuel_type,gearbox,insurance_expiration,price,price_tax,release_time,standard_capacity,standard_fast_charge,standard_slow_charge,transfer_times,vehicle_color,vehicle_level,warranty_expiration
2025-08,蔚来ES8 2018款 创始版,5.8万公里／2018-08／合肥／4年会员,355km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 653马力 ,纯电动,自动,2025-08,13.88,59.48万,2025-03-07,70kwh,1.1小时,10小时,1次（以车辆登记证为准）,黑色,中大型SUV,-
2026-04,Model 3 2020款 标准续航后驱升级版,2.7万公里／2020-04／合肥／2年会员,445km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-04,9.68,31.67万,2025-02-23,52kwh,1小时,10小时,1次（以车辆登记证为准）,银/灰色,中型车,-
2026-1,宝马i3 2024款 eDrive 35 L,0.3万公里／2024-01／合肥／13年黑金会员,526km,主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2026-1,16.68,38.41万,2025-03-05,70kwh,0.52小时,6.75小时,0次（以车辆登记证为准）,银/灰色,中型车,-
2025-05,汉 2023款 EV 冠军版 506KM前驱尊贵型,5.4万公里／2023-05／合肥／1年会员,506km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,纯电动 204马力 ,纯电动,自动,2025-05,11.68,22.77万,2025-03-03,60kwh,0.42小时,-小时,0次（以车辆登记证为准）,黑色,中大型车,-
2025-11,Model 3 2023款 后轮驱动版,2.2万公里／2023-11／合肥／2年会员,606km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,纯电动 264马力 ,纯电动,自动,2025-11,14.58,25.17万,2025-03-06,60kwh,-小时,-小时,0次（以车辆登记证为准）,红/紫色,中型车,-
2026-05,Taycan 2024款 Taycan,2.3万公里／2024-05／合肥／11年会员,604km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 408马力 ,纯电动,自动,2025-05,71.80,100.73万,2025-03-04,89kwh,0.3小时,9小时,0次（以车辆登记证为准）,红/紫色,中大型车,-
2026-04,Model 3 2019款 标准续航后驱升级版,7万公里／2020-04／合肥／8年黄金会员,445km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-04,10.58,31.67万,2025-02-21,52kwh,1小时,10小时,0次（以车辆登记证为准）,红/紫色,中型车,-
2026-02,宋PLUS新能源 2021款 EV 尊贵型,4.45万公里／2022-02／合肥／4年黄金会员,505km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 184马力 ,纯电动,自动,2025-02,9.36,20.28万,2025-03-06,72kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2027-01,小鹏G3 2021款 G3i 520N+,11万公里／2023-01／合肥／10年会员,500km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/后排出风口,前置前驱,纯电动 197马力 ,纯电动,自动,2026-01,7.90,22.13万,2025-03-06,66kwh,0.58小时,5.5小时,1次（以车辆登记证为准）,绿色,紧凑型SUV,-
2025-03,欧拉好猫 2023款 501km长续航 尊贵型 三元锂,2.1万公里／2023-03／合肥／3年会员,501km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置,前置前驱,纯电动 143马力 ,纯电动,自动,2025-03,8.18,18.00万,2024-11-29,59kwh,0.5小时,8小时,1次（以车辆登记证为准）,绿色,小型车,-
2025-10,零跑C11 2023款 纯电 500智享版,3.9万公里／2023-10／合肥／3年黑金会员,502km,,后置后驱,纯电动 272马力 ,纯电动,自动,2026-2,11.16,18.43万,2025-02-11,69kwh,0.67小时,6小时,0次（以车辆登记证为准）,其它,中型SUV,-
2026-11,秦PLUS 2021款 EV 500KM 豪华型,12万公里／2022-11／合肥／6年会员,500km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 136马力 ,纯电动,自动,2025-11,6.88,16.48万,2025-02-11,57kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型车,-
2026-08,唐新能源 2022款 EV 635KM 四驱旗舰型,6.86万公里／2022-08／合肥／6年黑金会员,635km,,双电机四驱,纯电动 517马力 ,纯电动,自动,2025-11,13.58,37.21万,2025-03-07,109kwh,-小时,-小时,1次（以车辆登记证为准）,蓝色,中型SUV,-
2030-12,五菱扬光 2024款 300KM 舒适型客车版 75kW,0.06万公里／2024-11／合肥／6年黑金会员,km,,后置后驱,纯电动 102马力 ,纯电动,自动,2025-11,6.98,8.99万,2025-03-09,0kwh,0.5小时,,0次（以车辆登记证为准）,银/灰色,微面,-
2026-02,QQ冰淇淋 2022款 170km 圣代 三元锂,3.74万公里／2022-02／合肥／4年会员,170km,ISOFIX儿童座椅接口/全液晶仪表盘/蓝牙/车载电话,后置后驱,纯电动 27马力 ,纯电动,自动,2025-02,1.99,4.98万,2025-02-28,14kwh,-小时,-小时,2次（以车辆登记证为准）,红/紫色,微型车,-
2025-06,欧拉黑猫 2021款 351km 标准型,2.7万公里／2021-06／合肥／4年会员,351km,ISOFIX儿童座椅接口/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级,前置前驱,纯电动 48马力 ,纯电动,自动,2025-06,3.99,8.01万,2025-03-03,33kwh,0.5小时,10.5小时,1次（以车辆登记证为准）,白色,微型车,-
2025-9,宏光MINIEV 2021款 马卡龙夹心款 170km 磷酸铁锂,3.3万公里／2021-09／合肥／12年黄金会员,170km,ISOFIX儿童座椅接口/倒车影像/全液晶仪表盘/蓝牙/车载电话,后置后驱,纯电动 27马力 ,纯电动,自动,2025-9,2.48,5.28万,2024-11-10,14kwh,,9小时,0次（以车辆登记证为准）,绿色,微型车,-
2025-11,小鹏P7 2022款 625E,3.89万公里／2023-11／合肥／6年黑金会员,625km,,后置后驱,纯电动 267马力 ,纯电动,自动,2025-11,12.68,27.13万,2025-03-09,78kwh,0.55小时,-小时,1次（以车辆登记证为准）,银/灰色,中型车,-
2026-08,蔚来ES6 2020款 420KM 运动版,10.3万公里／2020-08／合肥／10年会员,420km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 435马力 ,纯电动,自动,2025-08,16.30,38.86万,2025-01-04,70kwh,0.7小时,10小时,1次（以车辆登记证为准）,白色,中型SUV,-
2025-05,蔚来ES6 2023款 75kWh,1.9万公里／2023-05／合肥／2年会员,490km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-05,13.98,36.69万,2025-03-04,75kwh,-小时,-小时,0次（以车辆登记证为准）,黄/橙色,中型SUV,-
2025-04,欧拉好猫 2021款 400km标准续航 维纳斯版 三元锂,1.5万公里／2021-04／合肥／4年钻石会员,401km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光,前置前驱,纯电动 143马力 ,纯电动,自动,2025-04,6.28,12.36万,2025-02-26,46kwh,0.5小时,8小时,0次（以车辆登记证为准）,红/紫色,小型车,-
2026-09,海豹07 DM-i 2025款 DM-i 1.5L 125km 尊贵型,0.04万公里／2024-09／合肥／7年黄金会员,125km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-09,11.80,19.08万,2025-03-10,18kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中型车,-
2026-3,奔驰E级新能源 2022款 改款 E 350 e L 插电式混合动力轿车,4.38万公里／2022-03／合肥／12年黑金会员,120km,并线辅助/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/无钥匙启动系统/方向盘换挡/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置后驱,2.0T 211马力 L4 ,插电混动,自动,2025-3,30.50,56.26万,2025-03-02,25kwh,1小时,-小时,0次（以车辆登记证为准）,黑色,中大型车,-
2026-08,宋L DM-i 2024款 112km 超越型,0.19万公里／2024-08／合肥／6年黑金会员,112km,,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-07,11.19,16.91万,2025-03-09,18kwh,0.38小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-10,欧拉好猫 2021款 400km标准续航 维纳斯版 三元锂,4.97万公里／2021-10／合肥／3年黑金会员,401km,,前置前驱,纯电动 143马力 ,纯电动,自动,2025-9,6.58,12.36万,2025-03-04,46kwh,0.5小时,8小时,1次（以车辆登记证为准）,红/紫色,小型车,-
2026-06,秦L 2024款 DM-i 120KM卓越型,0.43万公里／2024-06／合肥／6年黑金会员,120km,,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-06,9.49,15.17万,2025-03-09,16kwh,0.42小时,2.5小时,0次（以车辆登记证为准）,白色,中型车,-
2025-11,宋PLUS新能源 2023款 冠军版 DM-i 110KM 旗舰PLUS,0.88万公里／2023-11／合肥／6年黑金会员,85km,,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-11,10.28,18.43万,2025-03-08,18kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-11,护卫舰07 2024款 荣耀版 DM-i 205KM 旗舰型,0.1万公里／2024-11／合肥／1年黄金会员,170km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2025-11,13.98,24.94万,2025-03-07,37kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-07,海豹 2024款 荣耀版 DM-i 1.5L 121km 尊贵型,0.47万公里／2024-07／合肥／6年黑金会员,100km,,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-07,11.19,18.43万,2025-03-07,18kwh,-小时,-小时,0次（以车辆登记证为准）,蓝色,中型车,-
2026-04,唐新能源 2024款 DM-i 荣耀版 112KM 旗舰型,0.43万公里／2024-04／合肥／6年黑金会员,95km,,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2025-04,14.16,21.69万,2025-03-08,22kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2026-08,宋L DM-i 2024款 160km 超越型,0.21万公里／2024-08／合肥／6年黑金会员,160km,,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-07,11.58,18.00万,2025-03-06,27kwh,0.28小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-10,五菱缤果 2023款 333km 悦享+款,1.5万公里／2023-10／合肥／8年会员,333km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/OTA升级,前置前驱,纯电动 68马力 ,纯电动,自动,2025-10,5.78,8.77万,2024-11-21,32kwh,0.58小时,9.5小时,1次（以车辆登记证为准）,白色,小型车,-
2026-07,唐新能源 2024款 DM-i 荣耀版 112KM 旗舰型,0.35万公里／2024-07／合肥／6年黑金会员,95km,,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2025-07,13.99,21.69万,2025-03-12,22kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-12,海豹 2022款 700km 长续航后驱版,6万公里／2022-12／合肥／6年会员,700km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 313马力 ,纯电动,自动,2025-12,11.28,28.53万,2025-03-10,83kwh,0.5小时,-小时,0次（以车辆登记证为准）,蓝色,中型车,-
2027-01,广汽丰田bZ4X 2022款 X-MODE 四驱Ultra,5.86万公里／2023-01／合肥／6年黑金会员,500km,,双电机四驱,纯电动 218马力 ,纯电动,自动,2025-02,10.98,31.24万,2025-03-12,67kwh,0.83小时,7小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-3,奇瑞iCAR 03 2024款 501km 四驱长续航智驾版,2.18万公里／2024-03／合肥／3年黑金会员,501km,,双电机四驱,纯电动 279马力 ,纯电动,自动,2025-3,9.80,18.43万,2025-02-14,70kwh,0.5小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2025-11,欧拉好猫 2022款 莫兰迪版 400km标准续航 豪华型 磷酸铁锂,3.7万公里／2021-11／合肥／8年会员,401km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光,前置前驱,纯电动 143马力 ,纯电动,自动,2024-11,7.28,15.31万,2024-11-11,48kwh,0.5小时,8小时,1次（以车辆登记证为准）,白色,小型车,-
2026-08,AION Y 2022款 70 乐享版 磷酸铁锂,7.2万公里／2022-08／合肥／9年会员,500km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 184马力 ,纯电动,自动,2025-08,6.98,14.94万,2025-03-11,64kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2027-02,AION Y 2023款 Plus 510 智领版,12万公里／2023-02／合肥／6年会员,510km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 204马力 ,纯电动,自动,2026-02,7.38,14.31万,2025-03-01,62kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2025-04,唐新能源 2023款 DM-i 冠军版 112KM 尊享型,0.8万公里／2023-04／合肥／1年黄金会员,95km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2025-04,12.68,25.38万,2025-02-22,22kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-08,宋L DM-i 2024款 160km 卓越型,0.7万公里／2024-08／合肥／1年黄金会员,160km,,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-08,12.48,19.08万,2025-02-16,27kwh,0.28小时,-小时,0次（以车辆登记证为准）,白色,中型SUV,-
2025-08,腾势D9 2022款 EV 600 四驱旗舰型,2.36万公里／2023-08／合肥／6年黑金会员,600km,,双电机四驱,纯电动 374马力 ,纯电动,自动,2025-08,26.86,50.56万,2025-03-08,103kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,,-
2026-04,唐新能源 2024款 DM-i 荣耀版 112KM 旗舰型,0.55万公里／2024-04／合肥／7年黄金会员,95km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2025-04,13.80,21.69万,2025-02-27,22kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-04,秦PLUS 2024款 荣耀版 DM-i 55KM领先型,2.66万公里／2024-04／合肥／6年黑金会员,46km,,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-04,5.88,8.66万,2025-03-04,8kwh,-小时,-小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2026-07,海豹06新能源 2024款 DM-i 80KM尊贵型,1万公里／2024-07／合肥／6年黄金会员,80km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-07,8.38,11.92万,2025-02-12,10kwh,-小时,3.42小时,0次（以车辆登记证为准）,白色,中型车,-
2025-3,驱逐舰05 2022款 DM-i 120KM 尊贵型,3.31万公里／2023-03／合肥／3年黑金会员,101km,,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-3,7.46,15.61万,2025-02-13,18kwh,-小时,-小时,1次（以车辆登记证为准）,白色,紧凑型车,-
2026-05,传祺E9 2023款 E9 宗师,1.09万公里／2024-05／合肥／6年黑金会员,136km,,前置前驱,2.0T 190马力 L4 ,插电混动,自动,2025-05,27.58,42.31万,2025-03-10,26kwh,0.5小时,3.5小时,0次（以车辆登记证为准）,黑色,,-
2026-06,银河L6 2024款 125km PLUS 龙腾版,0.5万公里／2024-06／合肥／6年黑金会员,125km,,前置前驱,1.5T 163马力 L4 ,插电混动,自动,2025-06,8.28,12.57万,2025-03-10,0kwh,0.5小时,3小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2026-10,捷途山海T2 2024款 C-DM 208KM 山野版,0.8万公里／2024-10／合肥／4年黄金会员,208km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5T 156马力 L4 ,插电混动,自动,2025-10,16.88,22.78万,2025-03-11,43kwh,0.62小时,6小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2030-12,五菱星光 2023款 150 进阶版,2.42万公里／2023-11／合肥／6年黑金会员,150km,,前置前驱,1.5L 106马力 L4 ,插电混动,自动,2025-12,6.38,11.48万,2025-03-10,21kwh,0.5小时,6.7小时,0次（以车辆登记证为准）,香槟/棕色,中型车,-
2026-04,领克06新能源 2023款 EM-P 126长续航Halo,0.4万公里／2024-04／合肥／5年黄金会员,126km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 118马力 L4 ,插电混动,自动,2025-04,10.68,17.02万,2025-03-05,19kwh,0.47小时,-小时,1次（以车辆登记证为准）,红/紫色,小型SUV,-
2026-08,长安启源Q05 2024款 真香版 125 超越型 宁德时代,1.31万公里／2024-08／合肥／6年黑金会员,125km,,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-08,7.58,11.39万,2025-03-11,18kwh,0.5小时,6小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2025-4,奔驰E级新能源 2023款 E 350 e L 插电式混合动力轿车,5.3万公里／2023-04／合肥／3年钻石会员,101km,并线辅助/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/无钥匙启动系统/方向盘换挡/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置后驱,2.0T 211马力 L4 ,插电混动,自动,2025-4,30.88,56.69万,2025-03-11,25kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中大型车,-
2025-06,秦L 2024款 DM-i 120KM超越型,0.26万公里／2024-06／合肥／6年黑金会员,120km,,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-06,9.49,14.09万,2025-03-07,16kwh,0.42小时,2.5小时,0次（以车辆登记证为准）,银/灰色,中型车,-
2026-03,银河L7 2024款 1.5T 115km 星舰 龙腾版,0.75万公里／2024-03／合肥／6年黑金会员,115km,,前置前驱,1.5T 163马力 L4 ,插电混动,自动,2025-03,10.69,17.34万,2025-03-11,19kwh,0.5小时,3小时,1次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-06,海豹06新能源 2024款 DM-i 120KM旗舰型,0.44万公里／2024-06／合肥／8年黄金会员,120km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-06,9.98,15.17万,2025-02-25,16kwh,0.42小时,2.5小时,0次（以车辆登记证为准）,白色,中型车,-
2026-08,银河L7 2024款 1.5T 115km 星舰 龙腾版,0.8万公里／2024-08／合肥／13年黄金会员,115km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,1.5T 163马力 L4 ,插电混动,自动,2025-08,10.88,17.34万,2025-02-28,19kwh,0.5小时,3小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-06,海豹06新能源 2024款 DM-i 120KM旗舰型,0.35万公里／2024-06／合肥／6年黑金会员,120km,,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-06,9.68,15.17万,2025-03-07,16kwh,0.42小时,2.5小时,0次（以车辆登记证为准）,绿色,中型车,-
2026-11,腾势D9 2024款 DM-i 980 四驱尊荣型,0.66万公里／2024-11／合肥／12年黑金会员,190km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,前置四驱,1.5T 139马力 L4 ,插电混动,自动,2025-11,30.90,44.48万,2025-03-10,40kwh,0.42小时,-小时,0次（以车辆登记证为准）,黑色,,-
2026-12,深蓝SL03 2022款 1.5L 1200增程版,0.6万公里／2022-12／合肥／13年黄金会员,200km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,增程式 95马力 ,增程式,自动,2025-12,9.99,18.66万,2025-03-11,28kwh,-小时,-小时,0次（以车辆登记证为准）,白色,中型车,-
2027-02,腾势D9 2024款 DM-i 1050 尊享型,0.01万公里／2025-02／合肥／6年会员,200km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2025-02,29.80,39.06万,2025-02-24,40kwh,0.42小时,-小时,0次（以车辆登记证为准）,黑色,,-
