annual_inspection_expiration,car_name,cards_unit,cltc_pure_electricity_endurance_mileage,configuration_highlights_text,drive_mode,engine,fuel_type,gearbox,insurance_expiration,price,price_tax,release_time,standard_capacity,standard_fast_charge,standard_slow_charge,transfer_times,vehicle_color,vehicle_level,warranty_expiration
2026-8,领克08 2023款 220km 四驱性能Halo,1.2万公里／2024-08／杭州／3年钻石会员,220km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,双电机四驱,1.5T 163马力 L4 ,插电混动,自动,2025-8,16.90,28.09万,2025-02-24,40kwh,0.46小时,-小时,0次（以车辆登记证为准）,绿色,中型SUV,-
2025-11,唐新能源 2018款 DM 2.0T 全时四驱智联创享型 7座 国V,8万公里／2018-11／杭州／4年黄金会员,81km,,前置四驱,2.0T 205马力 L4 ,插电混动,自动,2025-11,6.88,28.21万,2025-02-22,20kwh,,5.8小时,1次（以车辆登记证为准）,白色,中型SUV,-
已过期,瑞驰新能源EC75 2025款 智驾长续航版 先锋型Ⅰ 50.38kWh,0.01万公里／未上牌／杭州／4年黄金会员,km,,前置前驱,纯电动 95马力 ,纯电动,自动,已过期,8.88,10.19万,2024-11-26,0kwh,0.8小时,6.5小时,0次（以车辆登记证为准）,白色,微面,-
2026-05,唐新能源 2024款 DM-i 荣耀版 112KM 旗舰型,0.08万公里／2024-05／杭州／11年黄金会员,95km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2025-05,14.30,21.69万,2025-03-10,22kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-05,唐新能源 2018款 DM 2.0T 全时四驱智联创享型 7座 国V,6.1万公里／2019-05／杭州／4年钻石会员,81km,车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,前置四驱,2.0T 205马力 L4 ,插电混动,自动,2025-05,7.98,28.21万,2025-02-13,20kwh,,5.8小时,0次（以车辆登记证为准）,白色,中型SUV,-
2027-03,瑞驰新能源EC75 2025款 客运 智驾超充版 先锋型Ⅰ 52.16kWh,0.01万公里／2025-03／杭州／7年钻石会员,km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光,前置前驱,纯电动 95马力 ,纯电动,自动,2025-03,9.68,10.52万,2025-03-03,0kwh,0.3小时,6.8小时,0次（以车辆登记证为准）,白色,微面,-
2025-12,菱智M5EV 2019款 舒适型 7座,12万公里／2021-12／杭州／7年钻石会员,330km,ISOFIX儿童座椅接口/防紫外线玻璃/后排出风口,后置后驱,纯电动 109马力 ,纯电动,自动,2025-12,4.88,22.89万,2025-02-24,58kwh,2小时,12小时,0次（以车辆登记证为准）,白色,,-
已过期,瑞驰新能源EC75 2025款 客运 智驾超充版 超越型Ⅰ 52.16kWh,0.01万公里／未上牌／杭州／4年黄金会员,km,,前置前驱,纯电动 95马力 ,纯电动,自动,已过期,9.28,11.17万,2025-02-23,0kwh,0.3小时,6.8小时,0次（以车辆登记证为准）,白色,微面,-
2026-01,腾势X 2020款 PHEV运动版,8万公里／2020-01／杭州／3年黄金会员,81km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,双电机四驱,2.0T 192马力 L4 ,插电混动,自动,2025-01,8.68,33.30万,2024-11-12,20kwh,,,0次（以车辆登记证为准）,蓝色,中型SUV,-
已过期,Van宝路 2024款 V8领航版 国轩高科,0.01万公里／未上牌／杭州／4年黄金会员,km,,后置后驱,纯电动 105马力 ,纯电动,自动,已过期,9.48,15.17万,2024-11-29,0kwh,,,0次（以车辆登记证为准）,白色,微面,-
2026-07,奇瑞舒享家 2024款 512km 乐游版,3万公里／2024-07／杭州／4年钻石会员,512km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/后排出风口,后置后驱,纯电动 211马力 ,纯电动,自动,2025-07,8.60,17.36万,2025-03-07,66kwh,0.5小时,8小时,0次（以车辆登记证为准）,白色,中型SUV,-
2025-12,蓝猫 2023款 M1 国轩高科 40.55kWh 精英版,5.9万公里／2023-12／杭州／4年黄金会员,km,,后置后驱,纯电动 82马力 ,纯电动,自动,2025-12,4.88,10.51万,2025-03-05,0kwh,,,0次（以车辆登记证为准）,白色,微面,-
2025-12,威马E.5 2021款 500 即客行,5万公里／2021-12／杭州／4年钻石会员,505km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/车联网/车内PM2.5过滤装置,前置前驱,纯电动 163马力 ,纯电动,自动,2025-12,4.68,17.38万,2025-03-10,59kwh,0.65小时,9.5小时,1次（以车辆登记证为准）,白色,中型车,-
2026-09,零跑C11 2021款 性能版,5.8万公里／2022-09／杭州／5年钻石会员,550km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 544马力 ,纯电动,自动,2025-09,10.68,25.60万,2025-02-22,90kwh,0.67小时,7.5小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-08,长安启源A05 2024款 70 Pro,1.2万公里／2024-08／杭州／4年钻石会员,70km,车道偏离预警系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/后排出风口,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-08,6.68,11.28万,2025-02-09,9kwh,-小时,3小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2026-8,零跑T03 2024款 403舒享版,2.08万公里／2024-08／杭州／5年黑金会员,403km,,前置前驱,纯电动 109马力 ,纯电动,自动,2025-8,5.80,7.59万,2025-03-09,41kwh,0.6小时,3.5小时,0次（以车辆登记证为准）,白色,微型车,-
2026-11,海狮05 DM-i 2025款 DM-i 115KM旗舰型,0.15万公里／2024-11／杭州／1年黄金会员,115km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-11,10.98,15.50万,2025-03-03,18kwh,0.57小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-05,小鹏G6 2023款 580 长续航 Pro,0.77万公里／2024-05／杭州／5年钻石会员,580km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 296马力 ,纯电动,自动,2025-05,14.78,22.78万,2025-02-08,66kwh,0.33小时,-小时,0次（以车辆登记证为准）,蓝色,中型SUV,-
2025-05,秦新能源 2017款 1.5T 尊贵型,14万公里／2018-05／杭州／7年钻石会员,80km,ISOFIX儿童座椅接口/倒车影像/定速巡航/无钥匙启动系统/无钥匙进入系统/蓝牙/车载电话/车联网/220V/230V电源/后排出风口,前置前驱,1.5T 154马力 L4 ,插电混动,自动,2025-05,1.98,20.18万,2025-03-10,15kwh,,,1次（以车辆登记证为准）,白色,紧凑型车,-
2026-11,宋Pro新能源 2022款 DM-i 110km 旗舰型,3.6万公里／2022-11／杭州／11年黄金会员,110km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-11,7.80,17.13万,2025-03-05,18kwh,-小时,-小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2026-09,AION Y 2022款 70 科技版 三元锂,9万公里／2022-09／杭州／5年钻石会员,500km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 184马力 ,纯电动,自动,2025-09,6.88,17.11万,2025-02-22,59kwh,,,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2025-08,腾势D9 2022款 DM-i 970 四驱旗舰型,2.6万公里／2023-08／杭州／7年黄金会员,145km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,前置四驱,1.5T 139马力 L4 ,插电混动,自动,2025-08,30.60,48.39万,2025-02-27,40kwh,0.42小时,-小时,0次（以车辆登记证为准）,银/灰色,,-
2025-06,宝骏悦也 2023款 旗舰版,2.2万公里／2023-06／杭州／5年钻石会员,303km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置,后置后驱,纯电动 68马力 ,纯电动,自动,2025-06,5.35,8.66万,2025-03-05,28kwh,0.58小时,8.5小时,0次（以车辆登记证为准）,白色,小型SUV,-
2026-03,微蓝6 2022款 插电混动 互联时尚型,2.8万公里／2022-03／杭州／8年钻石会员,50km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 102马力 L4 ,插电混动,自动,2025-03,5.68,18.08万,2025-03-10,10kwh,-小时,2.6小时,0次（以车辆登记证为准）,蓝色,紧凑型车,-
2026-11,AION Y 2022款 70 乐享版 磷酸铁锂,5.7万公里／2022-11／杭州／8年钻石会员,500km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 184马力 ,纯电动,自动,2025-11,7.40,14.94万,2025-03-03,64kwh,-小时,-小时,1次（以车辆登记证为准）,白色,紧凑型SUV,-
2026-10,风云A8 2024款 127 乘风版,1.64万公里／2024-10／杭州／5年黑金会员,127km,,前置前驱,1.5T 156马力 L4 ,插电混动,自动,2025-10,8.98,15.19万,2025-01-22,18kwh,0.32小时,3小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2025-5,小鹏G3 2019款 智享版,4.27万公里／2019-05／杭州／5年黑金会员,351km,,前置前驱,纯电动 197马力 ,纯电动,自动,2025-5,5.18,19.30万,2025-03-04,47kwh,0.62小时,8.4小时,0次（以车辆登记证为准）,红/紫色,紧凑型SUV,-
2026-07,哪吒L 2024款 增程 310 闪充红衣版,3万公里／2024-07／杭州／1年黄金会员,310km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,增程式 91马力 ,增程式,自动,2025-07,9.98,17.36万,2025-03-05,40kwh,0.32小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2025-06,星越新能源 2019款 400T 驭星者 纯电动续航80KM,8.4万公里／2019-06／杭州／9年钻石会员,80km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5T 177马力 L3 ,插电混动,自动,2025-06,7.10,23.53万,2025-01-10,16kwh,,1.5小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2025-11,吉利几何A 2021款 Pro 臻享高能续航版 600KM A600幂方版,11.84万公里／2021-11／杭州／2年会员,600km,自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口/OTA升级/车联网/蓝牙/车载电话/内置行车记录仪/HUD抬头数字显示/全液晶仪表盘/主动闭合式进气格栅/无钥匙启动系统/自动泊车入位/自动驻车/ISOFIX儿童座椅接口/主动刹车/主动安全系统/车道偏离预警系统/车道保持辅助系统,前置前驱,纯电动 204马力 ,纯电动,自动,2025-11,7.54,18.76万,2025-03-04,70kwh,0.63小时,11小时,4次（以车辆登记证为准）,蓝色,紧凑型车,-
2025-07,小鹏G3 2019款 尊享版,4.7万公里／2019-07／杭州／7年钻石会员,365km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,纯电动 197马力 ,纯电动,自动,2024-07,6.80,21.69万,2024-03-27,48kwh,0.5小时,8.4小时,0次（以车辆登记证为准）,红/紫色,紧凑型SUV,-
2026-6,宋PLUS新能源 2021款 DM-i 51KM 尊荣型,2.1万公里／2022-06／杭州／5年黑金会员,43km,,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-6,7.83,17.89万,2025-02-22,8kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,紧凑型SUV,-
2026-11,宋Pro新能源 2025款 第二代 DM-i 115KM卓越型,0.03万公里／2024-11／杭州／11年黄金会员,115km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5L 101马力 L4 ,插电混动,自动,2025-11,9.90,15.50万,2025-03-05,18kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-4,领克06新能源 2023款 EM-P 126长续航Halo,0.5万公里／2024-04／杭州／3年钻石会员,126km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 118马力 L4 ,插电混动,自动,2025-4,8.90,17.02万,2024-12-16,19kwh,0.47小时,-小时,1次（以车辆登记证为准）,绿色,小型SUV,-
2026-10,海豹06GT 2025款 605热浪版,0.14万公里／2024-10／杭州／2年会员,605km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 224马力 ,纯电动,自动,2025-10,12.33,17.67万,2025-03-05,73kwh,0.33小时,-小时,0次（以车辆登记证为准）,绿色,中型车,-
2026-3,驱逐舰05 2024款 荣耀版 DM-i 55KM 尊贵型,0.66万公里／2024-03／杭州／14年黑金会员,46km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-3,6.58,10.18万,2025-03-06,8kwh,-小时,2.5小时,0次（以车辆登记证为准）,银/灰色,紧凑型车,-
2026-02,理想ONE 2021款 增程6座版,5.78万公里／2022-02／杭州／5年钻石会员,148km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 131马力 ,增程式,自动,2026-02,16.88,37.97万,2025-03-13,41kwh,0.5小时,6小时,0次（以车辆登记证为准）,黑色,中大型SUV,-
2025-06,秦PLUS 2023款 冠军版 EV 420KM超越型,5.4万公里／2023-06／杭州／8年钻石会员,420km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 136马力 ,纯电动,自动,2025-06,7.50,14.85万,2025-02-17,48kwh,-小时,-小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2025-8,启辰大V DD-i 2023款 110km iE版,0.6万公里／2023-08／杭州／5年黑金会员,87km,,前置前驱,1.5T 163马力 L4 ,插电混动,自动,2024-10,8.18,14.97万,2025-02-10,18kwh,0.5小时,5.5小时,0次（以车辆登记证为准）,其它,紧凑型SUV,-
2026-01,秦PLUS 2023款 冠军版 DM-i 120KM领先型,1.8万公里／2024-01／杭州／8年钻石会员,101km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-01,6.96,13.66万,2024-11-09,18kwh,-小时,-小时,1次（以车辆登记证为准）,绿色,紧凑型车,-
2025-11,唐新能源 2015款 2.0T 四驱旗舰型,14万公里／2015-11／杭州／1年黄金会员,80km,,前置四驱,2.0T 205马力 L4 ,插电混动,自动,2025-11,2.20,30.37万,2025-02-26,0kwh,,5.5小时,1次（以车辆登记证为准）,红/紫色,中型SUV,-
2026-11,秦PLUS 2021款 EV 500KM 尊贵型,12.8万公里／2022-11／杭州／7年钻石会员,500km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 136马力 ,纯电动,自动,2025-11,6.98,17.56万,2025-02-23,57kwh,-小时,-小时,1次（以车辆登记证为准）,银/灰色,紧凑型车,-
2028-01,马自达CX-30 EV 2021款 纯电驭享版,4.62万公里／2022-01／杭州／2年会员,450km,胎压监测装置/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车联网/后排出风口,前置前驱,纯电动 218马力 ,纯电动,自动,2026-01,6.91,17.35万,2025-03-04,61kwh,0.92小时,10小时,0次（以车辆登记证为准）,白色,小型SUV,-
2025-03,MG领航新能源 2021款 Trophy系列 1.5T 混动Trophy旗舰版,4万公里／2023-03／杭州／3年黄金会员,51km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5T 169马力 L4 ,插电混动,自动,2025-03,6.98,19.95万,2024-10-27,17kwh,-小时,5小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2024-12,红旗E-QM5 2022款 431km 充电乐享版,2.29万公里／2022-12／杭州／5年黑金会员,431km,,前置前驱,纯电动 190马力 ,纯电动,自动,2024-12,7.38,18.00万,2025-02-28,54kwh,0.5小时,-小时,0次（以车辆登记证为准）,银/灰色,中型车,-
2025-3,宋PLUS新能源 2021款 EV 尊贵型,2.9万公里／2023-03／杭州／5年黑金会员,505km,,前置前驱,纯电动 184马力 ,纯电动,自动,2025-3,10.66,20.28万,2025-03-10,72kwh,-小时,-小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2025-06,秦PLUS 2023款 冠军版 DM-i 55KM超越型,1.1万公里／2023-06／杭州／5年黄金会员,46km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-06,6.88,12.57万,2025-03-11,8kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型车,-
2025-5,领克06新能源 2022款 PHEV 84KM续航版 Pro,2.48万公里／2023-05／杭州／14年黑金会员,62km,ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/后排出风口,前置前驱,1.5T 177马力 L3 ,插电混动,自动,2025-5,8.58,18.21万,2024-11-15,16kwh,-小时,-小时,0次（以车辆登记证为准）,白色,小型SUV,-
2027-01,汉 2020款 DM 四驱性能版豪华型,10万公里／2021-01／杭州／4年钻石会员,81km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置四驱,2.0T 192马力 L4 ,插电混动,自动,2026-01,8.80,24.18万,2025-03-05,15kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
2026-01,宋PLUS新能源 2023款 冠军版 DM-i 150KM 旗舰PLUS,2.5万公里／2024-01／杭州／4年钻石会员,116km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2026-01,11.88,19.52万,2025-03-05,27kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,紧凑型SUV,-
2025-11,宋PLUS新能源 2023款 冠军版 DM-i 110KM 旗舰PLUS,3.19万公里／2023-11／杭州／5年黑金会员,85km,,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-11,10.06,18.43万,2025-03-10,18kwh,-小时,-小时,1次（以车辆登记证为准）,其它,紧凑型SUV,-
2026-03,秦PLUS 2024款 荣耀版 EV 420KM领先型,1.8万公里／2024-03／杭州／8年钻石会员,420km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 136马力 ,纯电动,自动,2025-03,8.10,11.92万,2024-12-16,48kwh,0.5小时,-小时,1次（以车辆登记证为准）,白色,紧凑型车,-
2025-09,比亚迪e2 2020款 升级版 高续航版 豪华型,2.77万公里／2021-09／杭州／2年会员,405km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置,前置前驱,纯电动 95马力 ,纯电动,自动,2025-09,6.05,12.24万,2025-03-13,47kwh,0.67小时,,2次（以车辆登记证为准）,红/紫色,紧凑型车,-
2025-08,零跑C11 2023款 增程 285舒享版,5.73万公里／2023-08／杭州／2年会员,285km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,增程式 131马力 ,增程式,自动,2025-08,9.53,18.00万,2025-03-04,44kwh,0.5小时,3.8小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-05,秦PLUS 2023款 冠军版 EV 510KM超越型,2.5万公里／2024-05／杭州／3年黄金会员,510km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 136马力 ,纯电动,自动,2025-05,8.68,16.26万,2024-10-25,58kwh,-小时,-小时,0次（以车辆登记证为准）,蓝色,紧凑型车,-
2025-12,领克06新能源 2023款 EM-P 126长续航Halo,0.36万公里／2023-12／杭州／2年会员,126km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,1.5L 118马力 L4 ,插电混动,自动,2025-12,10.53,17.02万,2025-03-04,19kwh,0.47小时,-小时,1次（以车辆登记证为准）,绿色,小型SUV,-
2025-07,哪吒V 2022款 潮 400 Lite,3.18万公里／2023-07／杭州／2年会员,401km,车联网/OTA升级/车内PM2.5过滤装置/蓝牙/车载电话/无钥匙启动系统/自动驻车/ISOFIX儿童座椅接口,前置前驱,纯电动 95马力 ,纯电动,自动,2025-07,5.96,9.11万,2025-03-13,39kwh,0.5小时,8小时,1次（以车辆登记证为准）,绿色,小型SUV,-
2026-3,秦PLUS 2021款 DM-i 55KM 旗舰型,2.25万公里／2022-03／杭州／5年黑金会员,46km,,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-3,6.48,13.87万,2025-02-26,8kwh,-小时,-小时,0次（以车辆登记证为准）,其它,紧凑型车,-
2026-08,长安启源A05 2024款 70 Pro,1.22万公里／2024-08／杭州／2年会员,70km,车道偏离预警系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/后排出风口,前置前驱,1.5L 110马力 L4 ,插电混动,自动,2025-08,7.67,11.28万,2025-03-04,9kwh,-小时,3小时,0次（以车辆登记证为准）,白色,紧凑型车,-
