annual_inspection_expiration,car_name,cards_unit,cltc_pure_electricity_endurance_mileage,configuration_highlights_text,drive_mode,engine,fuel_type,gearbox,insurance_expiration,price,price_tax,release_time,standard_capacity,standard_fast_charge,standard_slow_charge,transfer_times,vehicle_color,vehicle_level,warranty_expiration
2025-04,小鹏G9 2022款 650 性能版Max,2.6万公里／2023-04／北京／1年黄金会员,650km,,双电机四驱,纯电动 551马力 ,纯电动,自动,2025-04,24.98,45.58万,2025-02-12,98kwh,0.27小时,-小时,1次（以车辆登记证为准）,白色,中大型SUV,-
2025-4,蔚来EC6 2020款 430KM 运动版,7.4万公里／2021-04／北京／1年黑金会员,430km,,双电机四驱,纯电动 435马力 ,纯电动,自动,2025-4,10.90,39.95万,2025-03-13,70kwh,0.7小时,10小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-09,蔚来ET7 2022款 75kWh,5.7万公里／2022-09／北京／2年黄金会员,530km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 653马力 ,纯电动,自动,2025-09,23.98,49.71万,2025-03-02,75kwh,0.5小时,11.5小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
2025-8,蔚来ET5T 2024款 75kWh Touring,0.79万公里／2023-08／北京／10年黑金会员,530km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-8,21.98,32.35万,2025-02-25,75kwh,0.5小时,-小时,0次（以车辆登记证为准）,银/灰色,中型车,-
2025-02,奥迪Q4 e-tron 2023款 40 e-tron 创境版,2.5万公里／2023-02／北京／2年黄金会员,605km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘换挡/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,后置后驱,纯电动 204马力 ,纯电动,自动,2025-02,14.88,34.42万,2025-02-18,85kwh,0.68小时,12小时,1次（以车辆登记证为准）,蓝色,紧凑型SUV,-
2026-7,宝马iX3 2022款 创领型,4.64万公里／2022-07／北京／15年黑金会员,535km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2025-7,16.39,47.75万,2025-02-25,80kwh,0.75小时,7.5小时,1次（以车辆登记证为准）,蓝色,中型SUV,-
2026-01,Model Y 2022款 后轮驱动版,5万公里／2022-01／北京／8年黄金会员,545km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 264马力 ,纯电动,自动,2025-01,16.90,34.40万,2024-11-24,60kwh,-小时,-小时,1次（以车辆登记证为准）,黑色,中型SUV,-
2026-4,极狐 阿尔法S(ARCFOX αS) 2021款 708S+ 160kW,2.32万公里／2022-04／北京／1年黑金会员,708km,,前置前驱,纯电动 218马力 ,纯电动,自动,2025-4,13.20,31.19万,2025-02-21,94kwh,0.6小时,15.5小时,0次（以车辆登记证为准）,其它,中大型车,-
2025-09,极狐 阿尔法T(ARCFOX αT) 2021款 600H,1.67万公里／2021-09／北京／5年黄金会员,600km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,双电机四驱,纯电动 435马力 ,纯电动,自动,2025-09,14.38,35.31万,2025-03-03,94kwh,0.6小时,15.5小时,0次（以车辆登记证为准）,蓝色,中型SUV,-
2025-05,极狐 阿尔法T(ARCFOX αT) 2022款 480S 160kW,2万公里／2023-05／北京／6年黄金会员,480km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 218马力 ,纯电动,自动,2025-05,10.88,23.75万,2025-03-02,66kwh,0.5小时,11.5小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-2,宝马i3 2023款 eDrive 40 L 曜夜套装,1.44万公里／2024-02／北京／15年黑金会员,592km,主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 340马力 ,纯电动,自动,2026-2,18.69,41.67万,2025-03-01,79kwh,0.68小时,7.5小时,1次（以车辆登记证为准）,黑色,中型车,-
2027-2,小鹏G6 2024款 580 长续航 Plus,0.01万公里／2025-02／佛山／12年黑金会员,580km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 296马力 ,纯电动,自动,2026-2,14.98,21.70万,2025-03-08,66kwh,0.33小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2027-01,Model 3 2020款 改款 标准续航后驱升级版,5万公里／2021-01／北京／7年黑金会员,468km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2026-01,12.58,29.28万,2025-03-10,55kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2026-11,宝马iX 2022款 M60,3.38万公里／2022-11／北京／15年黑金会员,566km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/后排独立空调/后排出风口,双电机四驱,纯电动 619马力 ,纯电动,自动,2025-11,43.99,108.21万,2025-03-08,112kwh,0.82小时,10.75小时,1次（以车辆登记证为准）,蓝色,中大型SUV,-
2024-2,Model 3 2020款 改款 标准续航后驱升级版,5.2万公里／2021-02／北京／2年黑金会员,468km,,后置后驱,纯电动 275马力 ,纯电动,自动,2025-2,11.44,29.28万,2025-02-14,55kwh,1小时,10小时,0次（以车辆登记证为准）,白色,中型车,-
2025-11,海狮07 EV 2024款 610长续航版,1.11万公里／2024-11／北京／1年黑金会员,610km,,后置后驱,纯电动 313马力 ,纯电动,自动,2025-11,15.08,21.69万,2025-02-20,81kwh,0.42小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-06,Model 3 2019款 标准续航后驱升级版,6.8万公里／2020-06／北京／1年黄金会员,445km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-06,11.60,31.67万,2025-03-10,52kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2024-3,小鹏P7 2022款 670N+,5.48万公里／2022-03／北京／2年黑金会员,670km,,后置后驱,纯电动 267马力 ,纯电动,自动,2024-3,11.52,31.03万,2025-02-11,83kwh,0.55小时,6.5小时,0次（以车辆登记证为准）,银/灰色,中型车,-
2026-7,宝马i3 2022款 eDrive 35 L,2.25万公里／2022-07／北京／15年黑金会员,526km,主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2025-7,14.39,38.41万,2024-09-11,70kwh,0.68小时,6.75小时,1次（以车辆登记证为准）,黑色,中型车,-
2026-1,小鹏G3 2021款 G3i 520N,4.71万公里／2022-01／北京／2年黑金会员,520km,,前置前驱,纯电动 197马力 ,纯电动,自动,2025-2,8.75,21.92万,2025-02-19,66kwh,0.58小时,5.5小时,1次（以车辆登记证为准）,白色,紧凑型SUV,-
2026-04,Model 3 2020款 标准续航后驱升级版,7万公里／2020-04／北京／7年黑金会员,445km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-04,11.28,31.67万,2025-03-11,52kwh,1小时,10小时,0次（以车辆登记证为准）,白色,中型车,-
2026-04,小鹏G3 2019款 悦享版,7万公里／2020-04／北京／1年黄金会员,351km,ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/后排出风口,前置前驱,纯电动 197马力 ,纯电动,自动,2025-04,7.00,16.91万,2025-03-04,47kwh,0.62小时,8.4小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2026-10,AION LX 2019款 80,6.7万公里／2020-10／北京／1年黄金会员,650km,ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 204马力 ,纯电动,自动,2025-10,8.80,30.35万,2025-03-04,0kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-12,哪吒U 2022款 哪吒U-Ⅱ 400 三元锂,2.8万公里／2022-12／北京／1年黑金会员,401km,,前置前驱,纯电动 163马力 ,纯电动,自动,2025-12,6.80,15.50万,2025-02-28,54kwh,0.5小时,7小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2026-08,ID.4 CROZZ 2024款 PURE+,0.95万公里／2024-08／北京／5年黄金会员,600km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向头灯/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 204马力 ,纯电动,自动,2025-08,13.29,26.04万,2025-03-08,85kwh,0.67小时,12.5小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
-,宝马i5 M60 2024款 xDrive M60,0.15万公里／未上牌／北京／15年黑金会员,570km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,双电机四驱,纯电动 601马力 ,纯电动,自动,-,49.99,69.46万,2025-03-10,81kwh,0.5小时,8.75小时,0次（以车辆登记证为准）,绿色,中大型车,-
2025-11,宝马iX1 2023款 xDrive30L M运动套装,0.71万公里／2023-11／北京／13年黄金会员,450km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/HUD抬头数字显示/蓝牙/车载电话/车联网/OTA升级/后排出风口,双电机四驱,纯电动 313马力 ,纯电动,自动,2025-11,16.18,36.90万,2025-03-10,66kwh,0.53小时,7小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2025-9,Model 3 2020款 标准续航后驱升级版,4.25万公里／2020-09／北京／2年黑金会员,445km,,后置后驱,纯电动 275马力 ,纯电动,自动,2025-8,13.88,31.67万,2025-03-02,52kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2026-02,宝马i5 2024款 eDrive 35L 尊享型 M运动套装,1.7万公里／2024-02／北京／1年钻石会员,536km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2026-02,31.90,50.57万,2025-03-01,79kwh,0.53小时,8.25小时,1次（以车辆登记证为准）,银/灰色,中大型车,-
2025-9,哪吒V 2022款 潮 400 Lite,2.64万公里／2022-09／北京／3年黑金会员,401km,,前置前驱,纯电动 95马力 ,纯电动,自动,2025-9,4.63,9.11万,2025-02-20,39kwh,0.5小时,8小时,0次（以车辆登记证为准）,白色,小型SUV,-
2025-8,AION V 2024款 Plus 70 星耀版 磷酸铁锂,2.08万公里／2023-08／北京／1年黑金会员,500km,,前置前驱,纯电动 245马力 ,纯电动,自动,2025-8,9.30,17.36万,2025-03-09,68kwh,-小时,-小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2025-08,宝马i3 2023款 eDrive 40 L 曜夜运动套装,1.3万公里／2023-08／北京／10年黄金会员,592km,主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 340马力 ,纯电动,自动,2025-08,17.50,44.93万,2025-02-26,79kwh,0.68小时,7.5小时,1次（以车辆登记证为准）,银/灰色,中型车,-
2024-3,宋PLUS新能源 2023款 冠军版 EV 520KM 尊贵型,0.5万公里／2024-03／北京／3年黑金会员,520km,,前置前驱,纯电动 204马力 ,纯电动,自动,2025-3,11.01,19.52万,2025-02-15,72kwh,0.5小时,-小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2025-7,汉 2023款 EV 冠军版 605KM前驱尊贵型,2.08万公里／2023-07／北京／2年黑金会员,605km,,前置前驱,纯电动 228马力 ,纯电动,自动,2025-6,14.88,24.94万,2025-02-24,72kwh,0.42小时,-小时,1次（以车辆登记证为准）,其它,中大型车,-
2025-04,Model 3 2021款 标准续航后驱升级版 3D6,16.5万公里／2021-04／北京／3年黄金会员,468km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2025-04,10.28,27.32万,2025-03-09,55kwh,1小时,10小时,1次（以车辆登记证为准）,黑色,中型车,-
2026-9,极狐 阿尔法S5 2024款 650ULTRA 390kW,0.84万公里／2024-09／北京／2年黑金会员,650km,,双电机四驱,纯电动 530马力 ,纯电动,自动,2025-9,14.66,20.06万,2025-02-19,79kwh,0.28小时,12.9小时,0次（以车辆登记证为准）,红/紫色,中型车,-
2025-6,海豹 2022款 700km 长续航后驱版,0.36万公里／2023-06／北京／2年黑金会员,700km,,后置后驱,纯电动 313马力 ,纯电动,自动,2024-10,13.20,28.53万,2025-02-11,83kwh,0.5小时,-小时,0次（以车辆登记证为准）,蓝色,中型车,-
2025-07,宝马i3 2023款 eDrive 40 L 曜夜套装,1.2万公里／2023-07／北京／13年黄金会员,592km,主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 340马力 ,纯电动,自动,2025-07,17.08,41.67万,2025-02-17,79kwh,0.68小时,7.5小时,0次（以车辆登记证为准）,白色,中型车,-
2025-03,汉 2023款 EV 冠军版 605KM前驱尊贵型,4万公里／2023-03／北京／1年黄金会员,605km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,纯电动 228马力 ,纯电动,自动,2025-03,14.50,24.94万,2025-03-05,72kwh,0.42小时,-小时,1次（以车辆登记证为准）,白色,中大型车,-
2026-3,汉 2020款 EV 超长续航版豪华型,1.9万公里／2022-03／北京／9年黄金会员,605km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,纯电动 222马力 ,纯电动,自动,2025-3,12.38,26.03万,2025-03-12,77kwh,0.42小时,-小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
2026-9,宋PLUS新能源 2025款 EV 智驾版 520km 豪华型,0.64万公里／2024-09／北京／1年黑金会员,520km,,前置前驱,纯电动 204马力 ,纯电动,自动,2025-9,12.90,16.26万,2025-03-01,72kwh,0.5小时,-小时,0次（以车辆登记证为准）,其它,紧凑型SUV,-
2025-07,汉 2023款 EV 冠军版 610KM四驱旗舰型,2.2万公里／2023-07／北京／3年黄金会员,610km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 517马力 ,纯电动,自动,2025-07,14.86,32.54万,2025-02-25,85kwh,0.5小时,-小时,2次（以车辆登记证为准）,白色,中大型车,-
2026-7,奇瑞iCAR 03 2024款 472km 四驱长续航版,0.58万公里／2024-07／北京／9年黄金会员,472km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,双电机四驱,纯电动 279马力 ,纯电动,自动,2025-7,10.88,15.17万,2025-01-19,66kwh,0.5小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2027-01,哪吒GT 2023款 560 Lite,0.01万公里／2025-01／北京／1年黄金会员,560km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置,后置后驱,纯电动 231马力 ,纯电动,自动,2026-01,12.58,19.41万,2025-02-17,64kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,跑车,-
2025-06,宝马iX3 2022款 改款 领先型,2.8万公里／2023-06／北京／13年黄金会员,550km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2025-06,17.18,43.96万,2025-02-16,80kwh,0.75小时,7.5小时,1次（以车辆登记证为准）,黑色,中型SUV,-
2026-01,Model 3(进口) 2019款 长续航全轮驱动版,2.4万公里／2020-01／北京／8年黄金会员,590km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,双电机四驱,纯电动 351马力 ,纯电动,自动,2025-01,14.80,47.75万,2025-01-18,81kwh,1小时,10小时,1次（以车辆登记证为准）,蓝色,中型车,-
2024-10,汉 2022款 DM-i 121KM 尊享型,1.38万公里／2022-10／北京／2年黑金会员,101km,,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2024-10,11.13,25.81万,2025-02-14,18kwh,-小时,-小时,0次（以车辆登记证为准）,白色,中大型车,-
2025-09,Model 3(进口) 2019款 长续航后驱版,7.6万公里／2019-09／北京／2年黄金会员,664km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-09,11.58,45.70万,2025-03-04,81kwh,1小时,10小时,2次（以车辆登记证为准）,黑色,中型车,-
2025-10,宝马iX1 2023款 xDrive30L X设计套装,0.45万公里／2023-10／北京／13年黄金会员,450km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/HUD抬头数字显示/蓝牙/车载电话/车联网/OTA升级/后排出风口,双电机四驱,纯电动 313马力 ,纯电动,自动,2025-10,17.80,36.90万,2025-02-20,66kwh,0.53小时,7小时,0次（以车辆登记证为准）,白色,紧凑型SUV,-
2025-04,Model 3 2022款 后轮驱动版,8万公里／2023-04／北京／8年黄金会员,556km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 264马力 ,纯电动,自动,2025-04,15.30,25.17万,2024-11-30,60kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2026-02,极氪X 2023款 后驱YOU版 4座,0.6万公里／2024-02／北京／2年黄金会员,560km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,纯电动 272马力 ,纯电动,自动,2026-02,12.78,22.77万,2025-03-07,66kwh,-小时,-小时,1次（以车辆登记证为准）,白色,紧凑型SUV,-
2026-03,Model 3 2020款 标准续航后驱升级版,12万公里／2020-03／北京／3年黄金会员,445km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 275马力 ,纯电动,自动,2025-03,9.98,31.67万,2025-03-12,52kwh,1小时,10小时,0次（以车辆登记证为准）,银/灰色,中型车,-
2026-01,岚图追光 2023款 四驱标准版,2.8万公里／2024-01／北京／10年黄金会员,580km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 510马力 ,纯电动,自动,2026-01,17.80,35.05万,2025-03-06,82kwh,0.52小时,5.2小时,0次（以车辆登记证为准）,白色,中大型车,-
2026-08,银河E5 2024款 530km 星舰版,1.7万公里／2024-08／北京／1年黄金会员,530km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 218马力 ,纯电动,自动,2025-08,10.98,15.61万,2025-02-25,60kwh,0.33小时,9小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2025-10,岚图追光 2023款 四驱旗舰版,0.7万公里／2023-10／北京／1年黄金会员,580km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 510马力 ,纯电动,自动,2025-10,15.80,38.31万,2025-02-28,82kwh,0.52小时,5.2小时,0次（以车辆登记证为准）,蓝色,中大型车,-
2026-01,汉 2023款 DM-p 战神版,0.5万公里／2024-01／北京／5年黄金会员,170km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置四驱,1.5T 139马力 L4 ,插电混动,自动,2025-01,17.88,31.46万,2025-02-26,36kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中大型车,-
2025-09,ID.4 X 2023款 升级款 纯净智享版,0.5万公里／2023-09／北京／4年黄金会员,425km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 170马力 ,纯电动,自动,2025-09,10.98,21.25万,2024-10-18,53kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
