annual_inspection_expiration,car_name,cards_unit,cltc_pure_electricity_endurance_mileage,configuration_highlights_text,drive_mode,engine,fuel_type,gearbox,insurance_expiration,price,price_tax,release_time,standard_capacity,standard_fast_charge,standard_slow_charge,transfer_times,vehicle_color,vehicle_level,warranty_expiration
2026-01,小鹏P7 2022款 670E+,3.3万公里／2022-01／南京／4年黄金会员,670km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 267马力 ,纯电动,自动,2026-01,,已降1000元,2025-03-04,83kwh,0.55小时,6.5小时,0次（以车辆登记证为准）,银/灰色,中型车,-
2026-12,小米SU7 2024款 700km 后驱长续航智驾版,0.01万公里／2024-12／南京／5年黄金会员,700km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2024-12,22.50,23.44万,2024-12-03,74kwh,0.42小时,-小时,0次（以车辆登记证为准）,蓝色,中大型车,-
2027-01,小米SU7 2024款 830km 后驱超长续航高阶智驾Pro版,0.01万公里／2025-01／南京／5年黄金会员,830km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2025-01,26.99,26.69万,2025-01-04,94kwh,0.5小时,-小时,0次（以车辆登记证为准）,红/紫色,中大型车,-
2027-02,蔚来ET5T 2024款 75kWh Touring,0.19万公里／2025-02／南京／5年黄金会员,530km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-02,17.80,32.35万,2025-03-03,75kwh,0.5小时,-小时,1次（以车辆登记证为准）,黑色,中型车,-
2026-08,小米SU7 2024款 700km 后驱长续航智驾版,0.01万公里／2024-08／南京／5年黄金会员,700km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2024-08,23.38,23.44万,2025-01-11,74kwh,0.42小时,-小时,0次（以车辆登记证为准）,红/紫色,中大型车,-
2027-01,小米SU7 2024款 700km 后驱长续航智驾版,0.01万公里／2025-01／南京／5年黄金会员,700km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2025-01,24.38,23.44万,2025-01-10,74kwh,0.42小时,-小时,0次（以车辆登记证为准）,黑色,中大型车,-
2025-12,高合HiPhi X 2021款 旗舰版6座,8.5万公里／2021-12／南京／1年黄金会员,560km,,双电机四驱,纯电动 598马力 ,纯电动,自动,2024-12,18.50,73.81万,2025-01-17,97kwh,0.75小时,9小时,1次（以车辆登记证为准）,其它,中大型SUV,-
2025-4,SWM斯威大虎EDi 2023款 EDi 1.5L 豪华型 7座,0.71万公里／2023-04／南京／10年钻石会员,46km,,前置前驱,增程式 102马力 ,增程式,自动,2025-4,4.98,13.45万,2025-03-10,9kwh,-小时,-小时,1次（以车辆登记证为准）,蓝色,中型SUV,-
2026-12,一汽丰田bZ4X 2022款 四驱高性能PRO版,5万公里／2022-12／南京／14年黄金会员,560km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/倒车影像/全景摄像头/自动驻车/无钥匙启动系统/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,双电机四驱,纯电动 218马力 ,纯电动,自动,2025-12,10.98,29.18万,2025-02-18,67kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-03,小鹏P5 2024款 500Pro版,4.18万公里／2024-03／南京／1年黄金会员,500km,,前置前驱,纯电动 211马力 ,纯电动,自动,2025-03,8.38,18.98万,2025-02-14,55kwh,0.5小时,-小时,0次（以车辆登记证为准）,白色,紧凑型车,-
2025-06,蔚来ES6 2020款 420KM 运动版,11.4万公里／2021-06／南京／1年黄金会员,420km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 435马力 ,纯电动,自动,2025-06,10.98,38.86万,2025-03-07,70kwh,0.7小时,10小时,1次（以车辆登记证为准）,银/灰色,中型SUV,-
2029-1,海豚 2021款 405km 时尚版,1.06万公里／2023-01／南京／1年黑金会员,405km,,前置前驱,纯电动 95马力 ,纯电动,自动,2025-1,7.46,12.79万,2025-02-22,45kwh,0.5小时,-小时,0次（以车辆登记证为准）,白色,小型车,-
2026-08,欧拉好猫GT 2022款 木兰版 480km长续航,1.9万公里／2022-08／南京／5年黄金会员,480km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级,前置前驱,纯电动 171马力 ,纯电动,自动,2025-08,6.98,18.34万,2025-02-19,59kwh,0.5小时,8小时,0次（以车辆登记证为准）,黑色,小型车,-
2026-1,问界M7 2024款 1.5T 后驱Plus版 5座,2.5万公里／2024-01／南京／11年钻石会员,240km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,后置后驱,增程式 152马力 ,增程式,自动,2026-1,18.80,27.12万,2025-03-11,40kwh,0.5小时,5小时,1次（以车辆登记证为准）,黑色,中大型SUV,-
2025-12,Model 3 2021款 标准续航后驱升级版 3D6,4.1万公里／2021-12／南京／6年黄金会员,468km,,后置后驱,纯电动 299马力 ,纯电动,自动,2024-12,12.98,27.32万,2025-03-07,55kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2026-8,Taycan 2022款 Taycan,1.2万公里／2022-08／南京／4年钻石会员,414km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 408马力 ,纯电动,自动,2025-8,57.98,96.39万,2025-02-24,79kwh,1.55小时,8小时,0次（以车辆登记证为准）,蓝色,中大型车,-
2027-02,小米SU7 2024款 800km 四驱超长续航高阶智驾Max版,0.8万公里／2025-02／南京／4年黄金会员,800km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 673马力 ,纯电动,自动,2026-02,29.68,32.55万,2025-03-08,101kwh,0.32小时,-小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
2026-12,唐新能源 2021款 DM-i 112KM 尊贵型,5.3万公里／2022-12／南京／5年黄金会员,112km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/后排出风口,前置前驱,1.5T 139马力 L4 ,插电混动,自动,2025-12,10.98,22.77万,2025-02-18,22kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2025-04,蔚来ET5 2022款 75kWh,1.9万公里／2023-04／南京／7年会员,560km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-04,17.58,32.35万,2025-02-19,75kwh,0.5小时,-小时,0次（以车辆登记证为准）,蓝色,中型车,-
2026-1,汉 2020款 DM 四驱性能版豪华型,2.48万公里／2022-01／南京／1年黑金会员,81km,,前置四驱,2.0T 192马力 L4 ,插电混动,自动,2025-1,10.41,24.18万,2025-02-22,15kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中大型车,-
已过期,AION Y 2023款 Plus 510 乐享版,0.01万公里／未上牌／南京／9年会员,510km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排出风口,前置前驱,纯电动 204马力 ,纯电动,自动,已过期,10.00,13.22万,2024-12-23,62kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
已过期,奔驰S级新能源 2024款 S 450 e L 插电式混合动力轿车,0.01万公里／未上牌／上海／1年会员,108km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/方向盘换挡/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,前置后驱,3.0T 299马力 L6 ,插电混动,自动,已过期,80.88,142.01万,2025-02-02,29kwh,0.33小时,3.25小时,0次（以车辆登记证为准）,黑色,大型车,-
2026-01,极氪X 2023款 四驱YOU版 4座,1.8万公里／2024-01／南京／4年黄金会员,500km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,双电机四驱,纯电动 428马力 ,纯电动,自动,2025-01,14.18,24.94万,2025-01-10,66kwh,-小时,-小时,0次（以车辆登记证为准）,绿色,紧凑型SUV,-
2025-06,问界M5 2022款 增程四驱至臻版,2.6万公里／2022-08／南京／1年黄金会员,150km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,增程式 125马力 ,增程式,自动,2025-06,13.58,31.35万,2025-03-07,40kwh,-小时,-小时,0次（以车辆登记证为准）,绿色,中型SUV,-
2027-01,小米SU7 2024款 800km 四驱超长续航高阶智驾Max版,0.01万公里／2025-01／南京／5年黄金会员,800km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 673马力 ,纯电动,自动,2026-01,31.29,32.55万,2025-02-25,101kwh,0.32小时,-小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
2025-05,宝马i3 2022款 eDrive 35 L,7.6万公里／2023-05／南京／5年会员,526km,主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/后排独立空调/后排出风口,后置后驱,纯电动 286马力 ,纯电动,自动,2025-05,14.88,38.41万,2025-02-22,70kwh,0.68小时,6.75小时,0次（以车辆登记证为准）,白色,中型车,-
2026-11,小米SU7 2024款 700km 后驱长续航智驾版,0.02万公里／2024-11／南京／5年黄金会员,700km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2024-11,22.60,23.44万,2024-11-28,74kwh,0.42小时,-小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
2025-3,阿维塔11 2022款 长续航双电机版 5座,0.73万公里／2023-03／南京／2年黑金会员,555km,,双电机四驱,纯电动 578马力 ,纯电动,自动,2025-3,20.18,37.98万,2025-02-07,90kwh,0.25小时,10.5小时,1次（以车辆登记证为准）,其它,中大型SUV,-
2027-01,阿维塔07 2024款 Max增程版,0.37万公里／2025-01／南京／6年黄金会员,230km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,增程式 156马力 ,增程式,自动,2026-01,20.58,26.04万,2025-02-18,39kwh,0.25小时,7小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-03,问界M9 2024款 增程 Ultra版 42kWh 6座版,4.3万公里／2024-03／南京／5年黄金会员,225km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 152马力 ,增程式,自动,2025-03,43.58,57.51万,2025-03-07,42kwh,0.5小时,5小时,1次（以车辆登记证为准）,黑色,大型SUV,-
2026-12,红旗E-QM5 2024款 500km 出行版,0.01万公里／2024-12／南京／1年黄金会员,500km,倒车影像/无钥匙启动系统/全液晶仪表盘/后排出风口,前置前驱,纯电动 136马力 ,纯电动,自动,2025-12,9.68,18.21万,2025-03-06,60kwh,0.43小时,-小时,0次（以车辆登记证为准）,黑色,中型车,-
2025-7,Taycan 2022款 Taycan,0.2万公里／2023-07／南京／4年钻石会员,414km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 408马力 ,纯电动,自动,2025-7,67.50,96.39万,2025-03-01,79kwh,1.55小时,8小时,0次（以车辆登记证为准）,白色,中大型车,-
2025-12,问界M7 2024款 1.5T 智驾四驱Max版 5座,0.6万公里／2023-12／南京／5年会员,210km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,增程式 152马力 ,增程式,自动,2025-12,20.80,33.63万,2025-02-26,40kwh,0.5小时,5小时,0次（以车辆登记证为准）,银/灰色,中大型SUV,-
2025-10,蔚来ES6 2023款 75kWh,3.5万公里／2023-10／南京／6年会员,490km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-10,22.58,36.69万,2025-03-04,75kwh,-小时,-小时,0次（以车辆登记证为准）,蓝色,中型SUV,-
2026-08,蔚来ES6 2020款 420KM 运动版,12万公里／2020-08／南京／7年会员,420km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 435马力 ,纯电动,自动,2025-08,13.88,38.86万,2025-03-06,70kwh,0.7小时,10小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-12,宝骏悦也 2024款 旗舰版,0.95万公里／2024-12／南京／11年钻石会员,303km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置,后置后驱,纯电动 68马力 ,纯电动,自动,2025-12,5.80,8.77万,2025-02-26,28kwh,0.58小时,8.5小时,1次（以车辆登记证为准）,银/灰色,小型SUV,-
2026-03,领克08 2023款 245km 超长续航Halo,1.8万公里／2024-03／南京／10年黄金会员,245km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,前置前驱,1.5T 163马力 L4 ,插电混动,自动,2025-03,17.50,25.60万,2025-02-14,40kwh,0.46小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2025-06,Model 3 2021款 标准续航后驱升级版 3D6,6.8万公里／2021-06／南京／5年黄金会员,468km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2025-06,12.38,27.32万,2025-01-16,55kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型车,-
2025-09,哪吒GT 2023款 580 AWD 运动版,2万公里／2023-09／南京／3年黄金会员,580km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器,双电机四驱,纯电动 462马力 ,纯电动,自动,2025-09,10.98,25.60万,2025-03-07,78kwh,-小时,-小时,0次（以车辆登记证为准）,蓝色,跑车,-
已过期,MG Cyberster 2024款 501km 魅力心动版,0.01万公里／未上牌／南京／9年会员,501km,自动驻车/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置,后置后驱,纯电动 314马力 ,纯电动,自动,已过期,29.98,34.71万,2024-12-23,64kwh,-小时,-小时,0次（以车辆登记证为准）,红/紫色,跑车,-
2025-09,蔚来ES6 2023款 75kWh,2万公里／2023-09／南京／7年会员,490km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-09,23.68,36.69万,2025-03-05,75kwh,-小时,-小时,1次（以车辆登记证为准）,白色,中型SUV,-
2026-1,Taycan 2020款 Taycan,2.9万公里／2022-01／南京／4年钻石会员,414km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 408马力 ,纯电动,自动,2026-1,57.80,96.39万,2025-03-10,79kwh,1.55小时,8小时,0次（以车辆登记证为准）,蓝色,中大型车,-
已过期,荣威D7 2023款 DMH 125km 卓越版,0.68万公里／未上牌／南京／6年黄金会员,125km,,前置前驱,1.5L 112马力 L4 ,插电混动,自动,已过期,8.18,14.74万,2025-02-18,21kwh,0.46小时,-小时,0次（以车辆登记证为准）,银/灰色,中型车,-
2026-10,极氪MIX 2025款 长续航智驾版,0.08万公里／2024-10／南京／2年会员,702km,ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口/感应后备厢/自动泊车入位/主动刹车/主动安全系统/车道偏离预警系统/车道保持辅助系统/并线辅助,后置后驱,纯电动 422马力 ,纯电动,自动,2025-10,25.93,32.55万,2025-03-11,102kwh,0.25小时,-小时,2次（以车辆登记证为准）,白色,,-
2025-03,蔚来ET5 2022款 75kWh,4万公里／2023-03／南京／7年会员,560km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-03,17.68,32.35万,2025-02-23,75kwh,0.5小时,-小时,2次（以车辆登记证为准）,黑色,中型车,-
2029-7,大众ID.3 2023款 纯净智享版,4.28万公里／2023-07／南京／2年黑金会员,450km,,后置后驱,纯电动 170马力 ,纯电动,自动,2025-7,7.80,17.67万,2025-02-19,53kwh,0.67小时,8.5小时,0次（以车辆登记证为准）,其它,紧凑型车,-
已过期,腾势N7 2023款 超长续航版,0.01万公里／未上牌／南京／9年会员,702km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 313马力 ,纯电动,自动,已过期,28.00,34.71万,2024-12-23,91kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2027-03,Model Y 2022款 Performance高性能全轮驱动版,0.01万公里／2023-03／南京／2年会员,615km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 486马力 ,纯电动,自动,2025-03,24.67,37.98万,2025-03-09,78kwh,-小时,-小时,1次（以车辆登记证为准）,黑色,中型SUV,-
2026-01,小鹏G9 2024款 702 Max,1.5万公里／2024-01／南京／7年会员,702km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 313马力 ,纯电动,自动,2026-01,22.80,33.64万,2025-03-10,98kwh,0.33小时,-小时,0次（以车辆登记证为准）,黑色,中大型SUV,-
2026-05,海豚 2023款 420km 时尚版,1万公里／2024-05／南京／3年黄金会员,420km,ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置,前置前驱,纯电动 95马力 ,纯电动,自动,2025-05,7.98,13.44万,2025-02-16,45kwh,0.5小时,-小时,0次（以车辆登记证为准）,银/灰色,小型车,-
2026-10,微蓝6 2022款 插电混动 互联智慧型,0.3万公里／2022-10／南京／2年黄金会员,50km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/无钥匙启动系统/蓝牙/车载电话/车联网/OTA升级/车内PM2.5过滤装置/车载空气净化器/后排出风口,前置前驱,1.5L 102马力 L4 ,插电混动,自动,2025-10,7.88,20.25万,2024-11-27,10kwh,-小时,2.6小时,0次（以车辆登记证为准）,绿色,紧凑型车,-
2026-04,小米SU7 2024款 800km 四驱超长续航高阶智驾Max版,0.01万公里／2024-04／南京／5年黄金会员,800km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 673马力 ,纯电动,自动,2025-04,30.79,32.55万,2025-01-11,101kwh,0.32小时,-小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
