annual_inspection_expiration,car_name,cards_unit,cltc_pure_electricity_endurance_mileage,configuration_highlights_text,drive_mode,engine,fuel_type,gearbox,insurance_expiration,price,price_tax,release_time,standard_capacity,standard_fast_charge,standard_slow_charge,transfer_times,vehicle_color,vehicle_level,warranty_expiration
2026-11,小米SU7 2024款 700km 后驱长续航智驾版,0.8万公里／2024-11／上海／4年黄金会员,700km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2024-11,22.80,23.44万,2025-02-19,74kwh,0.42小时,-小时,0次（以车辆登记证为准）,绿色,中大型车,-
2025-08,飞凡MARVEL R 2021款 四驱PRO版,4.87万公里／2021-08／上海／14年黄金会员,460km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,三电机四驱,纯电动 302马力 ,纯电动,自动,2025-08,8.50,29.29万,2025-03-11,70kwh,0.5小时,12小时,1次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-06,蔚来ES8 2020款 450KM 七座版,6.39万公里／2022-06／上海／6年黑金会员,450km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 544马力 ,纯电动,自动,2025-06,19.99,51.89万,2025-02-27,75kwh,0.6小时,11.5小时,0次（以车辆登记证为准）,黑色,中大型SUV,-
2025-07,蔚来EC6 2020款 440KM 性能版,11万公里／2021-07／上海／4年黄金会员,440km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 544马力 ,纯电动,自动,2025-07,11.98,44.29万,2025-03-08,70kwh,0.7小时,10小时,0次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-11,极越01 2024款 Max 性能版,1.34万公里／2024-11／上海／6年黑金会员,660km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排独立空调/后排出风口,双电机四驱,纯电动 544马力 ,纯电动,自动,2025-11,14.99,33.64万,2025-03-12,100kwh,0.5小时,-小时,1次（以车辆登记证为准）,红/紫色,中大型SUV,-
2025-03,蔚来ES6 2020款 420KM 运动版,11万公里／2021-03／上海／11年黄金会员,420km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 435马力 ,纯电动,自动,2025-03,14.58,38.86万,2025-03-08,70kwh,0.7小时,10小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2025-05,蔚来EC7 2023款 75kWh,4.1万公里／2023-05／上海／4年黄金会员,490km,,双电机四驱,纯电动 653马力 ,纯电动,自动,2025-05,29.68,49.71万,2025-03-10,75kwh,0.5小时,-小时,1次（以车辆登记证为准）,银/灰色,中大型SUV,-
2026-12,Model Y 2022款 后轮驱动版,16.2万公里／2022-12／上海／10年黄金会员,545km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 264马力 ,纯电动,自动,2025-12,13.98,34.40万,2025-03-10,60kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2025-11,Model Y 2023款 后轮驱动版,4.5万公里／2023-11／上海／3年钻石会员,554km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2025-11,18.48,28.10万,2025-02-27,60kwh,1小时,10小时,0次（以车辆登记证为准）,白色,中型SUV,-
2025-08,飞凡R7 2022款 标准高阶版,4.62万公里／2023-08／上海／6年黑金会员,551km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 340马力 ,纯电动,自动,2025-08,11.69,32.84万,2025-03-05,77kwh,0.5小时,10.5小时,0次（以车辆登记证为准）,银/灰色,中大型SUV,-
2026-04,Model Y 2024款 后轮驱动版,1.27万公里／2024-04／上海／6年黑金会员,554km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2025-04,18.69,27.13万,2025-03-13,60kwh,1小时,10小时,0次（以车辆登记证为准）,白色,中型SUV,-
2026-10,小米SU7 2024款 800km 四驱超长续航高阶智驾Max版,0.88万公里／2024-10／上海／6年黑金会员,800km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 673马力 ,纯电动,自动,2025-10,28.99,32.55万,2025-03-12,101kwh,0.32小时,-小时,0次（以车辆登记证为准）,绿色,中大型车,-
2025-05,蔚来ES6 2020款 610KM 性能版,11万公里／2021-05／上海／3年会员,610km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 544马力 ,纯电动,自动,2025-05,16.98,50.58万,2025-03-02,100kwh,0.8小时,14小时,1次（以车辆登记证为准）,蓝色,中型SUV,-
2025-04,ELETRE 2023款 ELETRE S+,1.8万公里／2023-04／上海／5年黄金会员,650km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 612马力 ,纯电动,自动,2025-04,55.00,89.88万,2025-02-14,112kwh,0.33小时,5.8小时,0次（以车辆登记证为准）,黑色,中大型SUV,-
2026-07,ID.4 X 2022款 纯净版,2.4万公里／2022-07／上海／15年黑金会员,425km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 170马力 ,纯电动,自动,2025-07,9.80,22.82万,2025-03-04,57kwh,0.67小时,8.5小时,1次（以车辆登记证为准）,蓝色,紧凑型SUV,-
2025-07,沃尔沃XC40新能源 2021款 P8 纯电 四驱智雅运动版,5万公里／2021-07／上海／8年黄金会员,420km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 408马力 ,纯电动,自动,2025-07,10.80,32.46万,2025-03-08,71kwh,0.67小时,10小时,0次（以车辆登记证为准）,银/灰色,紧凑型SUV,-
2026-10,极氪001 2022款 超长续航单电机 WE版,9万公里／2022-10／上海／2年会员,732km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/后排出风口,后置后驱,纯电动 272马力 ,纯电动,自动,2025-10,13.99,32.46万,2025-03-10,100kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中大型车,-
2026-04,Model X 2019款 长续航版,8.48万公里／2020-04／上海／6年黑金会员,575km,并线辅助/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 537马力 ,纯电动,自动,2025-04,31.99,83.90万,2025-02-21,100kwh,1小时,10小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2026-03,Model Y 2023款 后轮驱动版,3.7万公里／2024-03／上海／3年会员,554km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2025-03,18.99,28.10万,2025-03-03,60kwh,1小时,10小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2025-06,岚图追光 2023款 四驱旗舰版,1.02万公里／2023-06／上海／6年黑金会员,580km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 510马力 ,纯电动,自动,2025-06,14.59,38.31万,2025-03-05,82kwh,0.52小时,5.2小时,0次（以车辆登记证为准）,蓝色,中大型车,-
2025-04,Model Y 2021款 长续航全轮驱动版 3D7,5.9万公里／2021-04／上海／1年会员,594km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 450马力 ,纯电动,自动,2025-04,16.18,37.76万,2025-03-11,77kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2025-06,蔚来EC6 2020款 605KM 运动版,5.4万公里／2021-06／上海／4年黄金会员,605km,,双电机四驱,纯电动 435马力 ,纯电动,自动,2025-06,13.18,47.33万,2025-03-01,100kwh,0.8小时,14小时,1次（以车辆登记证为准）,银/灰色,中型SUV,-
2026-12,蔚来ET5 2022款 75kWh,3.8万公里／2022-12／上海／4年黄金会员,560km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-12,16.88,32.35万,2025-02-16,75kwh,0.5小时,-小时,0次（以车辆登记证为准）,蓝色,中型车,-
2025-06,飞凡R7 2023款 长续屏霸Pro版,1万公里／2023-06／上海／5年黄金会员,642km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 340马力 ,纯电动,自动,2025-06,12.38,34.72万,2025-01-04,90kwh,-小时,-小时,0次（以车辆登记证为准）,银/灰色,中大型SUV,-
2025-4,ID.6 X 2023款 极智长续航版,2.7万公里／2023-04／上海／8年钻石会员,617km,,后置后驱,纯电动 204马力 ,纯电动,自动,2025-2,15.58,31.89万,2025-03-06,83kwh,-小时,-小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2025-09,别克E5 2023款 臻享标准续航版,0.4万公里／2023-09／上海／9年钻石会员,545km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,前置前驱,纯电动 245马力 ,纯电动,自动,2025-09,13.98,22.13万,2024-12-23,68kwh,0.467小时,10.8小时,1次（以车辆登记证为准）,银/灰色,中大型SUV,-
2025-07,雷克萨斯RZ 2023款 450e 四驱纵享版,0.98万公里／2023-07／上海／4年会员,520km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/感应后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/HUD抬头数字显示/蓝牙/车载电话/车联网/220V/230V电源/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 313马力 ,纯电动,自动,2025-07,21.69,43.41万,2024-11-27,66kwh,-小时,-小时,0次（以车辆登记证为准）,白色,中型SUV,-
2025-12,小鹏G9 2024款 702 Max,2.7万公里／2023-12／上海／5年会员,702km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 313马力 ,纯电动,自动,2025-12,19.98,33.64万,2025-03-12,98kwh,0.33小时,-小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2027-01,别克E5 2023款 智享标准续航版,1.63万公里／2025-01／上海／6年黑金会员,545km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/无钥匙启动系统/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/自适应远近光/后排出风口,前置前驱,纯电动 245马力 ,纯电动,自动,2025-01,12.99,20.50万,2025-03-01,68kwh,0.467小时,10.8小时,0次（以车辆登记证为准）,蓝色,中大型SUV,-
2026-06,蔚来ES7 2024款 75kWh,1万公里／2024-06／上海／8年黄金会员,485km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 653马力 ,纯电动,自动,2025-06,28.80,47.54万,2025-03-10,75kwh,0.5小时,11.5小时,0次（以车辆登记证为准）,银/灰色,中大型SUV,-
2026-08,蔚来ET5T 2024款 75kWh Touring,1.4万公里／2024-08／上海／9年钻石会员,530km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-08,21.28,32.35万,2024-12-29,75kwh,0.5小时,-小时,0次（以车辆登记证为准）,蓝色,中型车,-
2026-11,智己LS7 2024款 90kWh Max Elite后驱版,0.25万公里／2024-11／上海／14年黄金会员,640km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,后置后驱,纯电动 340马力 ,纯电动,自动,2025-11,21.90,36.88万,2025-03-03,90kwh,-小时,-小时,1次（以车辆登记证为准）,白色,中大型SUV,-
2026-03,智己LS6 2023款 Max 长续航版,0.81万公里／2024-03／上海／14年黄金会员,680km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 340马力 ,纯电动,自动,2025-03,16.90,27.13万,2025-02-15,90kwh,-小时,-小时,1次（以车辆登记证为准）,银/灰色,中大型SUV,-
2026-10,智己LS7 2024款 90kWh Max Elite后驱版,0.4万公里／2024-10／上海／3年会员,640km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/无钥匙启动系统/主动闭合式进气格栅/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,后置后驱,纯电动 340马力 ,纯电动,自动,2025-10,22.58,36.88万,2025-03-10,90kwh,-小时,-小时,0次（以车辆登记证为准）,白色,中大型SUV,-
2025-08,ELETRE 2023款 ELETRE S+,1.4万公里／2023-08／上海／5年黄金会员,650km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 612马力 ,纯电动,自动,2025-08,52.80,89.88万,2024-11-05,112kwh,0.33小时,5.8小时,0次（以车辆登记证为准）,黑色,中大型SUV,-
2025-07,蔚来ET5T 2023款 75kWh Touring,3万公里／2023-07／上海／4年黄金会员,530km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-07,18.78,32.35万,2025-02-13,75kwh,0.5小时,-小时,0次（以车辆登记证为准）,白色,中型车,-
2026-09,蔚来ES7 2022款 100kWh 首发版,3.7万公里／2022-09／上海／8年黄金会员,575km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/HUD抬头数字显示/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,双电机四驱,纯电动 653马力 ,纯电动,自动,2025-09,27.68,56.23万,2025-02-28,100kwh,0.6小时,14小时,0次（以车辆登记证为准）,银/灰色,中大型SUV,-
2026-01,Taycan 2022款 Taycan,2.1万公里／2022-01／上海／5年黄金会员,414km,胎压监测装置/并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/倒车影像/自动驻车/定速巡航/中央差速器锁止/电动后备厢/无钥匙启动系统/无钥匙进入系统/电动吸合门/主动闭合式进气格栅/方向盘换挡/方向盘加热/全液晶仪表盘/HUD抬头数字显示/蓝牙/车载电话/手机互联/映射/车联网/OTA升级/转向辅助灯/转向头灯/自适应远近光/车内氛围灯/防紫外线玻璃/车内PM2.5过滤装置/车载空气净化器/后排出风口/自适应巡航,后置后驱,纯电动 408马力 ,纯电动,自动,2025-01,73.00,96.39万,2024-05-08,79kwh,1.55小时,8小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
2025-03,蔚来ET5 2022款 75kWh,3.3万公里／2023-03／上海／4年黄金会员,560km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/全液晶仪表盘/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/转向辅助灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 490马力 ,纯电动,自动,2025-03,13.80,32.35万,2025-02-16,75kwh,0.5小时,-小时,0次（以车辆登记证为准）,蓝色,中型车,-
2025-03,蔚来EC6 2020款 475KM 性能版,9.4万公里／2021-03／上海／4年黄金会员,475km,,双电机四驱,纯电动 544马力 ,纯电动,自动,2025-03,13.18,45.37万,2025-02-24,75kwh,0.6小时,11.5小时,0次（以车辆登记证为准）,蓝色,中型SUV,-
2025-06,Model Y 2021款 长续航全轮驱动版 3D7,5.4万公里／2021-06／上海／1年会员,594km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,双电机四驱,纯电动 450马力 ,纯电动,自动,2025-06,15.98,37.76万,2025-03-11,77kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2026-07,ID.6 X 2022款 极智长续航版,7.6万公里／2022-07／上海／3年会员,617km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/主动闭合式进气格栅/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排独立空调/后排出风口,后置后驱,纯电动 204马力 ,纯电动,自动,2025-07,14.60,31.89万,2025-03-02,83kwh,-小时,-小时,1次（以车辆登记证为准）,银/灰色,中大型SUV,-
2025-06,Taycan 2020款 Taycan,1万公里／2021-06／上海／6年钻石会员,414km,胎压监测装置/车道保持辅助系统/车道偏离预警系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/全液晶仪表盘/蓝牙/车载电话/车联网/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 408马力 ,纯电动,自动,2025-06,54.80,96.39万,2025-03-01,79kwh,1.55小时,8小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
2025-09,Model Y 2021款 标准续航后驱版,15.4万公里／2021-09／上海／3年钻石会员,525km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 299马力 ,纯电动,自动,2025-09,12.68,31.67万,2025-02-21,60kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2026-03,Model Y 2022款 后轮驱动版,3.4万公里／2022-03／上海／3年会员,545km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 264马力 ,纯电动,自动,2025-03,16.59,34.40万,2025-02-23,60kwh,-小时,-小时,0次（以车辆登记证为准）,黑色,中型SUV,-
2026-04,Taycan 2024款 Taycan,0.8万公里／2024-04／苏州／6年钻石会员,604km,车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/自动泊车入位/电动后备厢/感应后备厢/无钥匙启动系统/方向盘加热/全液晶仪表盘/蓝牙/车载电话/车联网/OTA升级/转向头灯/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 408马力 ,纯电动,自动,2025-04,71.80,100.73万,2025-03-06,89kwh,0.3小时,9小时,0次（以车辆登记证为准）,银/灰色,中大型车,-
2026-03,Model Y 2022款 后轮驱动版,7.89万公里／2022-03／上海／3年钻石会员,545km,并线辅助/车道保持辅助系统/车道偏离预警系统/主动刹车/主动安全系统/ISOFIX儿童座椅接口/自动驻车/电动后备厢/无钥匙启动系统/方向盘加热/内置行车记录仪/蓝牙/车载电话/车联网/OTA升级/自适应远近光/车内PM2.5过滤装置/车载空气净化器/后排出风口,后置后驱,纯电动 264马力 ,纯电动,自动,2025-03,15.68,34.40万,2025-03-03,60kwh,-小时,-小时,0次（以车辆登记证为准）,蓝色,中型SUV,-
